constituent_id,constituent_name,constituent_type,preferred_class_year,city,state,email,gift_id,gift_date,gift_amount,gift_type,campaign,designation,gift_officer
C04455,Jordan Adams,Alumnus,1961.0,Dallas,GA,jordan.adamsc04455@example.org,G005955,2023-10-24,266.93,Cash,Arts,Designation 02,Officer A
C00325,Avery Carter,Alumnus,2022.0,New York,IL,avery.carterc00325@example.org,G005956,2022-10-07,369.48,Cash,Student Success,Designation 01,Officer A
C00333,Riley Carter,Alumnus,2001.0,Chicago,MA,riley.carterc00333@example.org,G005957,2025-08-02,6595.44,Cash,Scholarships,Designation 13,Officer E
C03200,Skyler Green,Alumnus,2021.0,Boston,TX,skyler.greenc03200@example.org,G005958,2022-08-30,89.31,Cash,Health Sciences,Designation 11,Officer F
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G005959,2026-04-30,405.52,Stock,Student Success,Designation 06,Officer C
C01638,Quinn Irwin,Alumnus,2008.0,Chicago,GA,quinn.irwinc01638@example.org,G005960,2026-05-23,683.96,Cash,Arts,Designation 14,Officer H
C00318,Casey Carter,Friend,1973.0,New York,IL,casey.carterc00318@example.org,G005961,2025-01-28,9795.15,Stock,Capital Renewal,Designation 07,Officer E
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G005962,2024-08-14,606.13,Cash,Student Success,Designation 04,Officer G
C03133,Quinn Ellis,Alumnus,1993.0,Chicago,NY,quinn.ellisc03133@example.org,G005963,2022-03-27,399.72,Cash,Student Success,Designation 03,Officer G
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G005964,2024-04-05,289.21,Cash,Arts,Designation 05,Officer D
C04971,Cameron Brooks,Parent,2001.0,Atlanta,FL,cameron.brooksc04971@example.org,G005965,2021-11-07,4079.22,Cash,Research,Designation 14,Officer E
C02296,Avery Hayes,Friend,1976.0,New York,GA,avery.hayesc02296@example.org,G005966,2022-05-11,468.52,Cash,Capital Renewal,Designation 14,Officer G
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G005967,2023-03-23,1078.04,Matching Gift,Annual Fund,Designation 11,Officer B
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G005968,2024-11-06,2211.2,Cash,Capital Renewal,Designation 03,Officer B
C04341,Taylor Hayes,Alumnus,1965.0,Dallas,CO,taylor.hayesc04341@example.org,G005969,2026-02-06,680.3,Cash,Capital Renewal,Designation 01,Officer D
C03229,Morgan Carter,Alumnus,2018.0,Denver,TX,morgan.carterc03229@example.org,G005970,2021-11-08,1217.68,Cash,Capital Renewal,Designation 02,Officer H
C03784,Casey Carter,Parent,1987.0,Miami,CO,casey.carterc03784@example.org,G005971,2023-10-22,566.93,Cash,Student Success,Designation 15,Officer F
C00735,Avery Foster,Alumnus,2011.0,Chicago,IL,avery.fosterc00735@example.org,G005972,2022-03-28,244.89,Cash,Athletics,Designation 12,Officer B
C01767,Avery Irwin,Alumnus,2004.0,Denver,TX,avery.irwinc01767@example.org,G005973,2024-12-03,228.33,Pledge Payment,Annual Fund,Designation 04,Officer C
C00498,Morgan Ellis,Alumnus,2023.0,Chicago,WA,morgan.ellisc00498@example.org,G005974,2023-08-03,1133.6,Cash,Library,Designation 09,Officer H
C02889,Morgan Diaz,Friend,1969.0,Atlanta,TX,morgan.diazc02889@example.org,G005975,2023-02-28,310.0,Cash,Unrestricted,Designation 15,Officer G
C00377,Riley Hayes,Alumnus,2012.0,Denver,MA,riley.hayesc00377@example.org,G005976,2025-02-12,533.82,Cash,Capital Renewal,Designation 14,Officer A
C02098,Skyler Foster,Parent,2018.0,Boston,FL,skyler.fosterc02098@example.org,G005977,2024-12-03,569.4,Cash,Annual Fund,Designation 01,Officer E
C03961,Riley Adams,Alumnus,1985.0,Seattle,FL,riley.adamsc03961@example.org,G005978,2022-07-09,74.31,Cash,Capital Renewal,Designation 11,Officer C
C03152,Quinn Carter,Alumnus,1963.0,Dallas,MA,quinn.carterc03152@example.org,G005979,2024-03-27,1407.47,Cash,Capital Renewal,Designation 06,Officer H
C02504,Riley Hayes,Alumnus,1990.0,Boston,CO,riley.hayesc02504@example.org,G005980,2023-10-22,349.89,Cash,Arts,Designation 02,Officer F
C03309,Taylor Jones,Alumnus,2005.0,Atlanta,MA,taylor.jonesc03309@example.org,G005981,2021-07-27,2629.87,Cash,Scholarships,Designation 15,Officer F
C04538,Jordan Adams,Friend,1984.0,New York,MA,jordan.adamsc04538@example.org,G005982,2025-05-06,354.98,Cash,Unrestricted,Designation 10,Officer F
C01557,Taylor Carter,Alumnus,1981.0,Atlanta,CO,taylor.carterc01557@example.org,G005983,2021-12-28,223.81,Cash,Scholarships,Designation 04,Officer B
C00288,Morgan Jones,Alumnus,2017.0,Miami,CO,morgan.jonesc00288@example.org,G005984,2023-03-22,597.1,Cash,Annual Fund,Designation 13,Officer A
C00210,Morgan Green,Alumnus,2019.0,Atlanta,WA,morgan.greenc00210@example.org,G005985,2021-10-13,279.66,Cash,Arts,Designation 12,Officer F
C02542,Skyler Brooks,Parent,1996.0,Dallas,NY,skyler.brooksc02542@example.org,G005986,2026-01-31,89.8,Cash,Library,Designation 11,Officer B
C04180,Casey Foster,Alumnus,2007.0,Dallas,FL,casey.fosterc04180@example.org,G005987,2023-03-13,3503.5,Cash,Arts,Designation 02,Officer B
C04639,Avery Ellis,Friend,2006.0,Dallas,MA,avery.ellisc04639@example.org,G005988,2023-01-25,1417.49,Cash,Annual Fund,Designation 09,Officer D
C04538,Jordan Adams,Friend,1984.0,New York,MA,jordan.adamsc04538@example.org,G005989,2022-08-26,710.94,Cash,Unrestricted,Designation 05,Officer D
C02945,Morgan Brooks,Organization,1987.0,Dallas,TX,morgan.brooksc02945@example.org,G005990,2024-05-03,807.75,Cash,Library,Designation 14,Officer H
C03133,Quinn Ellis,Alumnus,1993.0,Chicago,NY,quinn.ellisc03133@example.org,G005991,2024-03-04,92.71,Cash,Unrestricted,Designation 13,Officer B
C03627,Jordan Adams,Alumnus,1986.0,Seattle,NY,jordan.adamsc03627@example.org,G005992,2022-06-03,249.9,Cash,Arts,Designation 09,Officer F
C01082,Casey Ellis,Alumnus,1978.0,Atlanta,TX,casey.ellisc01082@example.org,G005993,2022-01-12,595.69,Cash,Health Sciences,Designation 03,Officer B
C04353,Morgan Irwin,Parent,1967.0,Chicago,GA,morgan.irwinc04353@example.org,G005994,2024-04-29,603.04,Cash,Capital Renewal,Designation 12,Officer A
C02543,Skyler Jones,Friend,2003.0,Boston,TX,skyler.jonesc02543@example.org,G005995,2024-07-12,213.96,Stock,Athletics,Designation 02,Officer F
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G005996,2022-09-12,567.54,Pledge Payment,Student Success,Designation 13,Officer G
C03722,Jordan Green,Organization,1991.0,New York,MA,jordan.greenc03722@example.org,G005997,2025-08-21,3568.36,Cash,Research,Designation 14,Officer A
C02166,Taylor Jones,Friend,1976.0,Seattle,CO,taylor.jonesc02166@example.org,G005998,2025-08-25,186.99,Cash,Annual Fund,Designation 10,Officer B
C04151,Quinn Diaz,Alumnus,1964.0,Miami,IL,quinn.diazc04151@example.org,G005999,2023-04-29,327.13,Matching Gift,Arts,Designation 05,Officer F
C02058,Riley Adams,Alumnus,1961.0,Boston,TX,riley.adamsc02058@example.org,G006000,2025-03-05,1030.62,Cash,Scholarships,Designation 04,Officer B
C00409,Avery Green,Alumnus,1988.0,Seattle,GA,avery.greenc00409@example.org,G006001,2025-05-25,890.88,Cash,Capital Renewal,Designation 09,Officer G
C01729,Taylor Green,Parent,1964.0,New York,CO,taylor.greenc01729@example.org,G006002,2022-01-16,463.46,Cash,Health Sciences,Designation 15,Officer E
C03514,Taylor Diaz,Alumnus,1967.0,Dallas,GA,taylor.diazc03514@example.org,G006003,2026-01-15,370.69,Pledge Payment,Library,Designation 04,Officer B
C02199,Skyler Jones,Alumnus,1955.0,Denver,WA,skyler.jonesc02199@example.org,G006004,2023-09-12,525.14,Cash,Student Success,Designation 01,Officer H
C04649,Casey Hayes,Alumnus,1964.0,Seattle,TX,casey.hayesc04649@example.org,G006005,2023-11-15,1222.1,Cash,Library,Designation 04,Officer A
C00226,Riley Irwin,Alumnus,1985.0,Chicago,WA,riley.irwinc00226@example.org,G006006,2025-11-21,22.69,Cash,Research,Designation 07,Officer D
C04903,Jordan Foster,Alumnus,1992.0,Miami,TX,jordan.fosterc04903@example.org,G006007,2025-09-02,419.77,Cash,Athletics,Designation 02,Officer B
C02117,Taylor Brooks,Alumnus,1989.0,Dallas,FL,taylor.brooksc02117@example.org,G006008,2025-11-12,516.62,Cash,Research,Designation 03,Officer D
C00360,Casey Adams,Alumnus,1957.0,Seattle,FL,casey.adamsc00360@example.org,G006009,2022-11-27,271.63,Pledge Payment,Unrestricted,Designation 09,Officer H
C00631,Morgan Hayes,Friend,2012.0,Dallas,MA,morgan.hayesc00631@example.org,G006010,2023-04-20,307.68,Stock,Scholarships,Designation 07,Officer B
C01559,Morgan Hayes,Parent,1982.0,Denver,CO,morgan.hayesc01559@example.org,G006011,2022-10-31,474.67,Cash,Scholarships,Designation 08,Officer H
C00062,Reese Brooks,Alumnus,2004.0,Miami,GA,reese.brooksc00062@example.org,G006012,2022-04-05,392.69,Cash,Scholarships,Designation 04,Officer B
C01207,Reese Jones,Friend,2004.0,Denver,GA,reese.jonesc01207@example.org,G006013,2023-12-01,990.56,Pledge Payment,Research,Designation 01,Officer H
C01786,Cameron Brooks,Alumnus,1959.0,New York,TX,cameron.brooksc01786@example.org,G006014,2026-04-11,835.47,Cash,Scholarships,Designation 14,Officer C
C03514,Taylor Diaz,Alumnus,1967.0,Dallas,GA,taylor.diazc03514@example.org,G006015,2025-02-02,610.1,Stock,Capital Renewal,Designation 12,Officer F
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G006016,2024-07-05,581.95,Pledge Payment,Unrestricted,Designation 14,Officer D
C01505,Cameron Irwin,Alumnus,1966.0,Miami,TX,cameron.irwinc01505@example.org,G006017,2025-09-14,269.21,Cash,Athletics,Designation 15,Officer A
C01511,Jordan Green,Alumnus,2025.0,Chicago,TX,jordan.greenc01511@example.org,G006018,2022-11-02,2551.54,Cash,Unrestricted,Designation 02,Officer A
C02994,Avery Ellis,Alumnus,1997.0,Atlanta,MA,avery.ellisc02994@example.org,G006019,2023-03-18,2733.87,Cash,Research,Designation 03,Officer B
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G006020,2023-08-21,1272.8,Stock,Athletics,Designation 06,Officer H
C00789,Quinn Ellis,Alumnus,1972.0,Dallas,MA,quinn.ellisc00789@example.org,G006021,2022-11-26,853.85,Cash,Student Success,Designation 09,Officer H
C01666,Taylor Jones,Alumnus,2011.0,Denver,IL,taylor.jonesc01666@example.org,G006022,2025-05-21,1037.35,Cash,Research,Designation 12,Officer E
C02100,Avery Irwin,Alumnus,1993.0,Denver,MA,avery.irwinc02100@example.org,G006023,2023-02-04,5874.65,Cash,Library,Designation 02,Officer H
C00686,Morgan Carter,Parent,2020.0,Denver,WA,morgan.carterc00686@example.org,G006024,2023-09-09,978.94,Pledge Payment,Unrestricted,Designation 06,Officer H
C01748,Jordan Jones,Friend,1966.0,Miami,WA,jordan.jonesc01748@example.org,G006025,2022-12-07,194.62,Cash,Library,Designation 08,Officer A
C01820,Riley Green,Alumnus,2019.0,Boston,FL,riley.greenc01820@example.org,G006026,2023-03-13,2233.17,Matching Gift,Health Sciences,Designation 09,Officer D
C04632,Morgan Ellis,Organization,2010.0,Atlanta,MA,morgan.ellisc04632@example.org,G006027,2021-09-08,169.32,Cash,Research,Designation 01,Officer B
C00787,Riley Foster,Alumnus,1984.0,New York,NY,riley.fosterc00787@example.org,G006028,2023-03-11,4415.41,Stock,Health Sciences,Designation 05,Officer E
C02597,Casey Irwin,Friend,1981.0,Chicago,MA,casey.irwinc02597@example.org,G006029,2022-05-04,213.61,Stock,Annual Fund,Designation 13,Officer B
C01725,Cameron Carter,Alumnus,2023.0,Dallas,IL,cameron.carterc01725@example.org,G006030,2026-04-10,409.05,Cash,Scholarships,Designation 01,Officer B
C04197,Avery Carter,Parent,1997.0,Miami,TX,avery.carterc04197@example.org,G006031,2023-09-01,544.49,Cash,Student Success,Designation 15,Officer A
C01367,Jordan Brooks,Alumnus,1968.0,New York,CO,jordan.brooksc01367@example.org,G006032,2025-04-24,1298.63,Cash,Student Success,Designation 14,Officer D
C00524,Jordan Ellis,Parent,1976.0,New York,CO,jordan.ellisc00524@example.org,G006033,2022-12-18,378.81,Pledge Payment,Student Success,Designation 13,Officer E
C00110,Skyler Brooks,Alumnus,2017.0,Chicago,NY,skyler.brooksc00110@example.org,G006034,2026-01-04,1854.15,Cash,Unrestricted,Designation 01,Officer B
C02627,Morgan Carter,Alumnus,2001.0,New York,CO,morgan.carterc02627@example.org,G006035,2025-03-15,99.94,Cash,Unrestricted,Designation 12,Officer E
C02143,Taylor Adams,Alumnus,1983.0,Seattle,CO,taylor.adamsc02143@example.org,G006036,2022-05-08,301.84,Cash,Library,Designation 02,Officer E
C01728,Riley Jones,Alumnus,1956.0,Seattle,WA,riley.jonesc01728@example.org,G006037,2021-07-21,73.56,Cash,Arts,Designation 06,Officer H
C03200,Skyler Green,Alumnus,2021.0,Boston,TX,skyler.greenc03200@example.org,G006038,2022-07-04,6006.87,Cash,Health Sciences,Designation 10,Officer C
C02788,Quinn Irwin,Alumnus,2020.0,New York,IL,quinn.irwinc02788@example.org,G006039,2023-11-25,1588.34,Cash,Scholarships,Designation 05,Officer D
C00521,Reese Irwin,Alumnus,1994.0,Miami,CO,reese.irwinc00521@example.org,G006040,2026-05-03,269.29,Cash,Scholarships,Designation 13,Officer F
C03722,Jordan Green,Organization,1991.0,New York,MA,jordan.greenc03722@example.org,G006041,2022-10-15,469.63,Cash,Research,Designation 07,Officer B
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G006042,2023-09-05,303.71,Pledge Payment,Library,Designation 15,Officer G
C01714,Taylor Hayes,Organization,2003.0,Atlanta,TX,taylor.hayesc01714@example.org,G006043,2024-10-30,3511.85,Cash,Annual Fund,Designation 14,Officer D
C00469,Jordan Irwin,Organization,1994.0,Miami,MA,jordan.irwinc00469@example.org,G006044,2023-07-29,699.77,Stock,Student Success,Designation 12,Officer C
C04239,Avery Brooks,Alumnus,2009.0,Miami,MA,avery.brooksc04239@example.org,G006045,2024-01-09,34.06,Cash,Unrestricted,Designation 10,Officer B
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G006046,2022-07-07,1003.18,Pledge Payment,Research,Designation 13,Officer F
C01498,Reese Brooks,Alumnus,1978.0,Dallas,TX,reese.brooksc01498@example.org,G006047,2025-01-04,939.68,Pledge Payment,Capital Renewal,Designation 08,Officer D
C00285,Jordan Foster,Alumnus,2005.0,Denver,NY,jordan.fosterc00285@example.org,G006048,2023-02-01,14034.06,Stock,Capital Renewal,Designation 01,Officer C
C01205,Morgan Jones,Organization,1960.0,Seattle,GA,morgan.jonesc01205@example.org,G006049,2026-02-18,372.89,Stock,Athletics,Designation 05,Officer A
C02077,Cameron Ellis,Organization,1984.0,New York,IL,cameron.ellisc02077@example.org,G006050,2026-05-13,238.02,Cash,Research,Designation 05,Officer H
C03178,Casey Ellis,Alumnus,1967.0,Denver,IL,casey.ellisc03178@example.org,G006051,2023-06-22,205.47,Cash,Health Sciences,Designation 12,Officer F
C02100,Avery Irwin,Alumnus,1993.0,Denver,MA,avery.irwinc02100@example.org,G006052,2023-11-15,697.84,Stock,Unrestricted,Designation 13,Officer B
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G006053,2023-10-29,629.41,Pledge Payment,Research,Designation 10,Officer B
C01564,Cameron Brooks,Alumnus,1983.0,Chicago,GA,cameron.brooksc01564@example.org,G006054,2024-05-28,448.43,Cash,Capital Renewal,Designation 14,Officer G
C02383,Riley Green,Alumnus,1968.0,Chicago,NY,riley.greenc02383@example.org,G006055,2022-04-20,287.91,Cash,Capital Renewal,Designation 01,Officer E
C01893,Taylor Jones,Alumnus,1982.0,Denver,WA,taylor.jonesc01893@example.org,G006056,2021-10-02,40.29,Cash,Library,Designation 02,Officer B
C01512,Cameron Jones,Alumnus,1983.0,Dallas,MA,cameron.jonesc01512@example.org,G006057,2023-05-20,387.73,Pledge Payment,Unrestricted,Designation 03,Officer H
C01560,Quinn Brooks,Friend,1971.0,Seattle,GA,quinn.brooksc01560@example.org,G006058,2026-02-24,110.65,Cash,Athletics,Designation 14,Officer F
C01565,Cameron Carter,Friend,2001.0,Dallas,CO,cameron.carterc01565@example.org,G006059,2026-03-09,200.1,Cash,Health Sciences,Designation 05,Officer C
C03135,Jordan Foster,Parent,2015.0,New York,IL,jordan.fosterc03135@example.org,G006060,2022-03-14,108.68,Pledge Payment,Unrestricted,Designation 11,Officer F
C01102,Jordan Irwin,Alumnus,2018.0,Denver,FL,jordan.irwinc01102@example.org,G006061,2024-07-22,172.59,Cash,Unrestricted,Designation 11,Officer H
C01422,Riley Ellis,Alumnus,1990.0,New York,CO,riley.ellisc01422@example.org,G006062,2025-10-15,21.34,Matching Gift,Library,Designation 01,Officer G
C00916,Reese Adams,Alumnus,2010.0,Boston,MA,reese.adamsc00916@example.org,G006063,2025-01-15,262.77,Cash,Research,Designation 08,Officer E
C01889,Cameron Hayes,Friend,2008.0,Denver,WA,cameron.hayesc01889@example.org,G006064,2025-08-23,345.36,Cash,Capital Renewal,Designation 09,Officer C
C01068,Morgan Adams,Alumnus,2000.0,Seattle,IL,morgan.adamsc01068@example.org,G006065,2025-05-28,929.8,Cash,Library,Designation 14,Officer G
C03158,Avery Green,Alumnus,1965.0,Chicago,FL,avery.greenc03158@example.org,G006066,2022-03-08,1079.81,Cash,Library,Designation 09,Officer F
C03897,Jordan Foster,Friend,1992.0,Atlanta,FL,jordan.fosterc03897@example.org,G006067,2024-02-25,98.66,Cash,Arts,Designation 05,Officer F
C03936,Reese Brooks,Friend,1961.0,Dallas,FL,reese.brooksc03936@example.org,G006068,2023-10-30,552.73,Pledge Payment,Library,Designation 11,Officer C
C00483,Quinn Brooks,Friend,1982.0,Miami,GA,quinn.brooksc00483@example.org,G006069,2024-05-16,261.84,Pledge Payment,Research,Designation 12,Officer B
C00333,Riley Carter,Alumnus,2001.0,Chicago,MA,riley.carterc00333@example.org,G006070,2023-11-07,660.05,Cash,Annual Fund,Designation 06,Officer E
C04649,Casey Hayes,Alumnus,1964.0,Seattle,TX,casey.hayesc04649@example.org,G006071,2025-08-21,4882.93,Pledge Payment,Athletics,Designation 07,Officer A
C04108,Cameron Jones,Alumnus,1969.0,Miami,CO,cameron.jonesc04108@example.org,G006072,2022-03-25,270.15,Stock,Scholarships,Designation 02,Officer C
C03751,Cameron Ellis,Parent,1984.0,Seattle,MA,cameron.ellisc03751@example.org,G006073,2022-10-27,3052.55,Cash,Athletics,Designation 06,Officer B
C04253,Reese Green,Parent,2011.0,Seattle,FL,reese.greenc04253@example.org,G006074,2024-08-27,290.92,Cash,Annual Fund,Designation 07,Officer B
C04353,Morgan Irwin,Parent,1967.0,Chicago,GA,morgan.irwinc04353@example.org,G006075,2025-02-06,730.17,Pledge Payment,Athletics,Designation 15,Officer C
C04587,Quinn Carter,Alumnus,2022.0,Dallas,WA,quinn.carterc04587@example.org,G006076,2024-05-31,895.69,Cash,Student Success,Designation 04,Officer H
C00006,Avery Irwin,Alumnus,1967.0,Seattle,CO,avery.irwinc00006@example.org,G006077,2023-06-13,1396.04,Cash,Arts,Designation 03,Officer A
C00787,Riley Foster,Alumnus,1984.0,New York,NY,riley.fosterc00787@example.org,G006078,2025-03-22,323.63,Pledge Payment,Arts,Designation 08,Officer F
C02896,Taylor Diaz,Alumnus,1982.0,Dallas,NY,taylor.diazc02896@example.org,G006079,2025-08-03,165.64,Cash,Arts,Designation 02,Officer C
C00680,Taylor Irwin,Alumnus,2013.0,Dallas,TX,taylor.irwinc00680@example.org,G006080,2023-07-04,2492.61,Matching Gift,Student Success,Designation 13,Officer G
C02962,Skyler Carter,Alumnus,1957.0,Denver,GA,skyler.carterc02962@example.org,G006081,2022-10-01,206.37,Cash,Annual Fund,Designation 04,Officer D
C02854,Avery Brooks,Alumnus,1975.0,Miami,GA,avery.brooksc02854@example.org,G006082,2024-07-18,3484.38,Cash,Arts,Designation 06,Officer A
C00565,Reese Irwin,Friend,1999.0,Boston,TX,reese.irwinc00565@example.org,G006083,2021-09-13,4977.9,Stock,Arts,Designation 02,Officer G
C01156,Riley Carter,Parent,2020.0,Dallas,FL,riley.carterc01156@example.org,G006084,2024-03-06,646.58,Pledge Payment,Scholarships,Designation 15,Officer A
C04311,Riley Carter,Alumnus,1957.0,Atlanta,WA,riley.carterc04311@example.org,G006085,2025-06-29,584.05,Cash,Student Success,Designation 01,Officer E
C01728,Riley Jones,Alumnus,1956.0,Seattle,WA,riley.jonesc01728@example.org,G006086,2023-03-05,652.04,Pledge Payment,Athletics,Designation 09,Officer E
C03096,Quinn Adams,Parent,2016.0,New York,FL,quinn.adamsc03096@example.org,G006087,2026-01-09,119.22,Pledge Payment,Health Sciences,Designation 06,Officer C
C04329,Taylor Jones,Alumnus,2006.0,Chicago,GA,taylor.jonesc04329@example.org,G006088,2025-06-29,394.26,Cash,Athletics,Designation 02,Officer A
C00919,Reese Diaz,Organization,1965.0,Boston,GA,reese.diazc00919@example.org,G006089,2022-12-03,200.73,Pledge Payment,Unrestricted,Designation 02,Officer B
C04151,Quinn Diaz,Alumnus,1964.0,Miami,IL,quinn.diazc04151@example.org,G006090,2021-10-08,178.7,Cash,Arts,Designation 11,Officer D
C03683,Riley Carter,Friend,2019.0,Chicago,CO,riley.carterc03683@example.org,G006091,2026-01-12,294.37,Cash,Health Sciences,Designation 07,Officer F
C02490,Cameron Hayes,Alumnus,1966.0,Miami,NY,cameron.hayesc02490@example.org,G006092,2022-01-26,2440.78,Pledge Payment,Unrestricted,Designation 06,Officer D
C03324,Riley Irwin,Parent,2013.0,Dallas,CO,riley.irwinc03324@example.org,G006093,2024-01-04,204.21,Cash,Arts,Designation 08,Officer H
C03082,Casey Adams,Parent,1974.0,Seattle,TX,casey.adamsc03082@example.org,G006094,2026-05-17,84.76,Cash,Capital Renewal,Designation 12,Officer G
C03568,Casey Carter,Alumnus,1993.0,Dallas,FL,casey.carterc03568@example.org,G006095,2021-12-01,28436.33,Pledge Payment,Athletics,Designation 15,Officer D
C04025,Quinn Hayes,Parent,1958.0,Atlanta,WA,quinn.hayesc04025@example.org,G006096,2024-05-10,587.54,Cash,Annual Fund,Designation 12,Officer G
C00935,Avery Ellis,Friend,2001.0,Dallas,WA,avery.ellisc00935@example.org,G006097,2024-02-24,1118.13,Cash,Athletics,Designation 07,Officer A
C04347,Skyler Hayes,Alumnus,1995.0,New York,MA,skyler.hayesc04347@example.org,G006098,2025-03-24,532.33,Cash,Athletics,Designation 10,Officer C
C03276,Skyler Ellis,Alumnus,2002.0,Chicago,IL,skyler.ellisc03276@example.org,G006099,2021-09-21,113.8,Cash,Annual Fund,Designation 14,Officer H
C02770,Riley Adams,Friend,1972.0,Miami,MA,riley.adamsc02770@example.org,G006100,2022-01-12,1505.85,Cash,Capital Renewal,Designation 01,Officer C
C00108,Riley Foster,Alumnus,2019.0,Denver,WA,riley.fosterc00108@example.org,G006101,2023-11-26,69.32,Cash,Arts,Designation 05,Officer E
C01391,Taylor Diaz,Alumnus,2012.0,Atlanta,NY,taylor.diazc01391@example.org,G006102,2025-06-25,753.1,Cash,Health Sciences,Designation 08,Officer F
C00414,Quinn Ellis,Alumnus,2007.0,Dallas,MA,quinn.ellisc00414@example.org,G006103,2025-02-18,147.35,Cash,Arts,Designation 06,Officer D
C02045,Avery Foster,Friend,2009.0,Denver,NY,avery.fosterc02045@example.org,G006104,2024-03-05,980.67,Cash,Scholarships,Designation 13,Officer A
C03805,Casey Irwin,Alumnus,2006.0,Dallas,FL,casey.irwinc03805@example.org,G006105,2022-03-13,476.88,Cash,Student Success,Designation 11,Officer G
C02383,Riley Green,Alumnus,1968.0,Chicago,NY,riley.greenc02383@example.org,G006106,2025-05-08,243.62,Cash,Capital Renewal,Designation 10,Officer E
C02710,Reese Ellis,Alumnus,1979.0,Seattle,WA,reese.ellisc02710@example.org,G006107,2025-05-10,185.52,Cash,Arts,Designation 02,Officer G
C00959,Jordan Irwin,Alumnus,1995.0,New York,CO,jordan.irwinc00959@example.org,G006108,2024-08-24,312.12,Cash,Health Sciences,Designation 10,Officer F
C00211,Riley Jones,Alumnus,1994.0,Atlanta,FL,riley.jonesc00211@example.org,G006109,2023-01-07,185.84,Pledge Payment,Scholarships,Designation 03,Officer C
C03200,Skyler Green,Alumnus,2021.0,Boston,TX,skyler.greenc03200@example.org,G006110,2026-05-18,22132.52,Cash,Capital Renewal,Designation 14,Officer G
C00288,Morgan Jones,Alumnus,2017.0,Miami,CO,morgan.jonesc00288@example.org,G006111,2021-11-27,1067.0,Pledge Payment,Arts,Designation 10,Officer C
C02889,Morgan Diaz,Friend,1969.0,Atlanta,TX,morgan.diazc02889@example.org,G006112,2023-07-21,118.94,Matching Gift,Library,Designation 14,Officer E
C02736,Skyler Jones,Alumnus,1969.0,Seattle,GA,skyler.jonesc02736@example.org,G006113,2022-04-02,428.16,Pledge Payment,Unrestricted,Designation 04,Officer H
C01347,Avery Foster,Alumnus,1970.0,Denver,NY,avery.fosterc01347@example.org,G006114,2022-11-13,970.77,Cash,Student Success,Designation 09,Officer E
C01584,Skyler Irwin,Alumnus,2022.0,Seattle,IL,skyler.irwinc01584@example.org,G006115,2022-02-12,463.55,Pledge Payment,Scholarships,Designation 11,Officer C
C04512,Jordan Hayes,Parent,2000.0,Seattle,WA,jordan.hayesc04512@example.org,G006116,2023-08-27,236.95,Cash,Health Sciences,Designation 13,Officer E
C03514,Taylor Diaz,Alumnus,1967.0,Dallas,GA,taylor.diazc03514@example.org,G006117,2022-11-13,101.38,Pledge Payment,Annual Fund,Designation 14,Officer A
C01688,Taylor Irwin,Alumnus,1998.0,Boston,FL,taylor.irwinc01688@example.org,G006118,2023-09-23,251.09,Pledge Payment,Capital Renewal,Designation 07,Officer E
C03797,Morgan Hayes,Alumnus,2003.0,Dallas,IL,morgan.hayesc03797@example.org,G006119,2024-05-01,943.68,Matching Gift,Athletics,Designation 06,Officer G
C00840,Cameron Hayes,Friend,2023.0,Boston,GA,cameron.hayesc00840@example.org,G006120,2021-12-13,329.93,Cash,Unrestricted,Designation 10,Officer C
C03514,Taylor Diaz,Alumnus,1967.0,Dallas,GA,taylor.diazc03514@example.org,G006121,2023-10-03,1509.86,Cash,Student Success,Designation 02,Officer G
C02676,Skyler Jones,Alumnus,2008.0,Chicago,TX,skyler.jonesc02676@example.org,G006122,2023-07-24,60.15,Pledge Payment,Unrestricted,Designation 12,Officer D
C03276,Skyler Ellis,Alumnus,2002.0,Chicago,IL,skyler.ellisc03276@example.org,G006123,2024-06-03,3678.06,Cash,Unrestricted,Designation 06,Officer H
C04512,Jordan Hayes,Parent,2000.0,Seattle,WA,jordan.hayesc04512@example.org,G006124,2022-01-25,228.87,Cash,Capital Renewal,Designation 13,Officer A
C00288,Morgan Jones,Alumnus,2017.0,Miami,CO,morgan.jonesc00288@example.org,G006125,2024-05-09,1183.01,Cash,Annual Fund,Designation 03,Officer G
C04917,Cameron Carter,Parent,2013.0,Chicago,WA,cameron.carterc04917@example.org,G006126,2024-02-23,217.39,Stock,Research,Designation 09,Officer D
